Title,Keyword,Search Type,Product Type,Mean,Median,Mode,Mode Freq,Std Dev,Max,Min,Percentile25,Percentile75
Rating,shungite,Paid,All,4.45,4.4,4.3,14.0,0.34,5.0,3.0,4.3,4.6
Reviews Count,shungite,Paid,All,191.51,98.0,343.0,6.0,199.47,885.0,1.0,16.0,343.0
Amount Discounted,shungite,Paid,All,2.6,2.0,1.0,2.0,2.07,6.0,1.0,1.0,3.0
Percent Discounted,shungite,Paid,All,0.14,0.1,0.08,2.0,0.09,0.29,0.08,0.08,0.13
Revenue,shungite,Paid,Best Seller,,,,,,,,,
Price,shungite,Paid,Best Seller,,,,,,,,,
Rating,shungite,Paid,Best Seller,,,,,,,,,
Reviews Count,shungite,Paid,Best Seller,,,,,,,,,
Amount Discounted,shungite,Paid,Best Seller,,,,,,,,,
Percent Discounted,shungite,Paid,Best Seller,,,,,,,,,
Revenue,shungite,Paid,Past Month Sales Volume,3519.4,2159.2,13.99,1.0,3960.66,8571.57,13.99,29.98,6822.27
Price,shungite,Paid,Past Month Sales Volume,20.17,19.89,13.99,1.0,5.81,26.99,13.99,14.99,24.99
Rating,shungite,Paid,Past Month Sales Volume,4.72,4.6,4.6,2.0,0.27,5.0,4.4,4.6,5.0
Reviews Count,shungite,Paid,Past Month Sales Volume,153.8,80.0,343.0,2.0,175.66,343.0,1.0,2.0,343.0
Amount Discounted,shungite,Paid,Past Month Sales Volume,,,,,,,,,
Percent Discounted,shungite,Paid,Past Month Sales Volume,,,,,,,,,
Revenue,shungite,Paid,Prime,4066.58,2056.26,8875.0,3.0,4374.39,16803.57,13.99,337.28,7890.7
Price,shungite,Paid,Prime,22.5,19.89,13.99,4.0,11.99,60.95,6.99,13.99,26.96
Rating,shungite,Paid,Prime,4.44,4.4,4.3,14.0,0.35,5.0,3.0,4.3,4.6
Reviews Count,shungite,Paid,Prime,193.31,129.0,343.0,6.0,200.98,885.0,1.0,15.75,343.0
Amount Discounted,shungite,Paid,Prime,2.6,2.0,1.0,2.0,2.07,6.0,1.0,1.0,3.0
Percent Discounted,shungite,Paid,Prime,0.14,0.1,0.08,2.0,0.09,0.29,0.08,0.08,0.13
Revenue,tiger's eye,Organic,All,7825.69,852.98,9.99,7.0,29154.34,620890.74,3.69,139.86,4272.15
Price,tiger's eye,Organic,All,24.16,14.99,9.99,146.0,43.85,633.75,3.69,9.99,21.99
Rating,tiger's eye,Organic,All,4.12,4.4,4.5,223.0,1.13,5.0,0.0,4.2,4.6
Reviews Count,tiger's eye,Organic,All,580.75,50.0,1.0,75.0,2236.52,46026.0,1.0,8.0,303.25
Amount Discounted,tiger's eye,Organic,All,3.45,2.0,1.0,24.0,3.86,27.73,0.6,1.0,4.0
Percent Discounted,tiger's eye,Organic,All,0.18,0.14,0.06,8.0,0.13,0.5,0.05,0.09,0.23
Revenue,tiger's eye,Organic,Best Seller,108303.79,7259.09,11722.18,2.0,251163.5,620890.74,295.63,2496.0,11722.18
Price,tiger's eye,Organic,Best Seller,10.74,10.74,14.99,2.0,4.19,14.99,5.99,7.24,14.62
Rating,tiger's eye,Organic,Best Seller,4.42,4.4,4.3,2.0,0.12,4.6,4.3,4.32,4.47
Reviews Count,tiger's eye,Organic,Best Seller,8071.17,591.0,400.0,2.0,18596.1,46026.0,37.0,400.0,782.0
Amount Discounted,tiger's eye,Organic,Best Seller,1.5,1.5,1.5,1.0,,1.5,1.5,1.5,1.5
Percent Discounted,tiger's eye,Organic,Best Seller,0.1,0.1,0.1,1.0,,0.1,0.1,0.1,0.1
Revenue,tiger's eye,Organic,Past Month Sales Volume,42304.44,6923.07,329758.29,2.0,92539.03,620890.74,83.93,1648.35,32857.11
Price,tiger's eye,Organic,Past Month Sales Volume,16.05,12.99,9.99,17.0,11.14,55.0,5.99,9.99,16.99
Rating,tiger's eye,Organic,Past Month Sales Volume,4.42,4.5,4.5,25.0,0.26,5.0,3.3,4.3,4.6
Reviews Count,tiger's eye,Organic,Past Month Sales Volume,3199.22,400.0,23571.0,3.0,7024.95,46026.0,7.0,159.0,2923.0
Amount Discounted,tiger's eye,Organic,Past Month Sales Volume,1.94,1.75,1.0,4.0,1.08,5.0,0.99,1.0,2.19
Percent Discounted,tiger's eye,Organic,Past Month Sales Volume,0.13,0.11,0.05,2.0,0.07,0.3,0.05,0.08,0.17
Revenue,tiger's eye,Organic,Prime,8597.76,1077.23,9.99,7.0,30810.46,620890.74,3.69,175.89,5431.53
Price,tiger's eye,Organic,Prime,20.42,13.99,9.99,143.0,32.31,381.0,3.69,9.99,19.95
Rating,tiger's eye,Organic,Prime,4.21,4.4,4.5,213.0,0.96,5.0,0.0,4.2,4.6
Reviews Count,tiger's eye,Organic,Prime,645.86,65.0,2.0,46.0,2365.82,46026.0,1.0,11.0,338.0
Amount Discounted,tiger's eye,Organic,Prime,3.44,2.0,1.0,24.0,3.9,27.73,0.6,1.0,4.0
Percent Discounted,tiger's eye,Organic,Prime,0.18,0.14,0.06,8.0,0.13,0.5,0.05,0.09,0.23
Revenue,tiger's eye,Paid,All,9638.92,2016.14,39.98,1.0,14689.39,49900.38,39.98,449.42,11120.0
Price,tiger's eye,Paid,All,23.44,19.99,12.99,4.0,13.45,64.99,9.57,13.96,28.46
Rating,tiger's eye,Paid,All,4.54,4.55,4.6,7.0,0.27,5.0,3.9,4.4,4.68
Reviews Count,tiger's eye,Paid,All,468.07,110.0,7.0,2.0,771.81,3289.0,1.0,27.5,462.5
Amount Discounted,tiger's eye,Paid,All,,,,,,,,,
Percent Discounted,tiger's eye,Paid,All,,,,,,,,,
Revenue,tiger's eye,Paid,Best Seller,,,,,,,,,
Price,tiger's eye,Paid,Best Seller,,,,,,,,,
Rating,tiger's eye,Paid,Best Seller,,,,,,,,,
Reviews Count,tiger's eye,Paid,Best Seller,,,,,,,,,
Amount Discounted,tiger's eye,Paid,Best Seller,,,,,,,,,
Percent Discounted,tiger's eye,Paid,Best Seller,,,,,,,,,
Revenue,tiger's eye,Paid,Past Month Sales Volume,14213.87,4124.56,1822.86,1.0,17570.5,42724.11,1822.86,2580.75,19817.07
Price,tiger's eye,Paid,Past Month Sales Volume,15.98,13.95,11.99,1.0,5.25,24.99,11.99,12.99,15.99
Rating,tiger's eye,Paid,Past Month Sales Volume,4.5,4.5,4.4,2.0,0.1,4.6,4.4,4.4,4.6
Reviews Count,tiger's eye,Paid,Past Month Sales Volume,945.0,344.0,114.0,1.0,1336.68,3289.0,114.0,185.0,793.0
Amount Discounted,tiger's eye,Paid,Past Month Sales Volume,,,,,,,,,
Percent Discounted,tiger's eye,Paid,Past Month Sales Volume,,,,,,,,,
Revenue,tiger's eye,Paid,Prime,9638.92,2016.14,39.98,1.0,14689.39,49900.38,39.98,449.42,11120.0
Price,tiger's eye,Paid,Prime,23.44,19.99,12.99,4.0,13.45,64.99,9.57,13.96,28.46
Rating,tiger's eye,Paid,Prime,4.54,4.55,4.6,7.0,0.27,5.0,3.9,4.4,4.68
Reviews Count,tiger's eye,Paid,Prime,468.07,110.0,7.0,2.0,771.81,3289.0,1.0,27.5,462.5
Amount Discounted,tiger's eye,Paid,Prime,,,,,,,,,
Percent Discounted,tiger's eye,Paid,Prime,,,,,,,,,
Revenue,turquoise,Organic,All,10539.8,872.07,29.97,8.0,46198.86,1022905.0,0.8,154.64,5663.96
Price,turquoise,Organic,All,21.74,14.99,9.99,168.0,25.29,521.25,0.1,9.99,23.99
Rating,turquoise,Organic,All,4.14,4.4,4.5,265.0,0.96,5.0,0.0,4.1,4.6
Reviews Count,turquoise,Organic,All,589.38,52.0,1.0,88.0,2103.02,46026.0,1.0,10.0,321.25
Amount Discounted,turquoise,Organic,All,5.25,2.89,1.0,32.0,7.42,50.0,0.49,1.2,5.01
Percent Discounted,turquoise,Organic,All,0.19,0.16,0.1,16.0,0.13,0.5,0.05,0.1,0.29
Revenue,turquoise,Organic,Best Seller,87332.2,7439.38,2796.0,1.0,172899.07,620890.74,2796.0,4985.98,83675.91
Price,turquoise,Organic,Best Seller,11.1,9.99,9.99,6.0,3.18,19.99,6.99,9.99,11.99
Rating,turquoise,Organic,Best Seller,4.36,4.4,4.3,3.0,0.24,4.7,3.8,4.3,4.5
Reviews Count,turquoise,Organic,Best Seller,7308.71,712.5,400.0,2.0,12922.44,46026.0,227.0,432.0,8603.25
Amount Discounted,turquoise,Organic,Best Seller,3.38,3.0,1.5,1.0,2.06,6.0,1.5,1.88,4.5
Percent Discounted,turquoise,Organic,Best Seller,0.26,0.23,0.1,1.0,0.16,0.46,0.1,0.15,0.33
Revenue,turquoise,Organic,Past Month Sales Volume,35553.12,4546.64,1510.11,2.0,113217.11,1022905.0,15.98,1343.76,18572.61
Price,turquoise,Organic,Past Month Sales Volume,15.12,12.99,9.99,28.0,9.27,67.89,4.99,9.99,16.99
Rating,turquoise,Organic,Past Month Sales Volume,4.34,4.4,4.5,48.0,0.34,5.0,2.5,4.2,4.5
Reviews Count,turquoise,Organic,Past Month Sales Volume,2040.8,342.0,148.0,3.0,4809.99,46026.0,1.0,109.0,1440.0
Amount Discounted,turquoise,Organic,Past Month Sales Volume,3.65,2.0,1.0,10.0,3.58,13.85,0.5,1.0,4.88
Percent Discounted,turquoise,Organic,Past Month Sales Volume,0.19,0.12,0.1,5.0,0.13,0.5,0.05,0.1,0.3
Revenue,turquoise,Organic,Prime,11289.51,1023.19,39.96,8.0,48149.19,1022905.0,5.99,189.9,6327.2
Price,turquoise,Organic,Prime,21.61,14.98,9.99,162.0,25.8,521.25,3.99,9.99,22.99
Rating,turquoise,Organic,Prime,4.21,4.4,4.5,250.0,0.81,5.0,0.0,4.1,4.6
Reviews Count,turquoise,Organic,Prime,634.52,62.0,1.0,66.0,2192.25,46026.0,1.0,12.0,353.5
Amount Discounted,turquoise,Organic,Prime,5.29,2.84,1.0,32.0,7.49,50.0,0.49,1.06,5.75
Percent Discounted,turquoise,Organic,Prime,0.19,0.15,0.1,16.0,0.13,0.5,0.05,0.1,0.29
Revenue,turquoise,Paid,All,9251.83,958.42,69.99,1.0,31997.12,167668.2,69.99,399.81,2097.17
Price,turquoise,Paid,All,58.13,49.0,13.99,2.0,46.18,199.0,12.39,23.74,75.24
Rating,turquoise,Paid,All,4.44,4.5,4.5,7.0,0.36,5.0,3.4,4.3,4.62
Reviews Count,turquoise,Paid,All,349.36,26.0,1.0,2.0,1155.52,5703.0,1.0,7.75,67.5
Amount Discounted,turquoise,Paid,All,26.67,20.0,10.0,1.0,20.82,50.0,10.0,15.0,35.0
Percent Discounted,turquoise,Paid,All,0.15,0.13,0.11,1.0,0.05,0.2,0.11,0.12,0.16
Revenue,turquoise,Paid,Best Seller,,,,,,,,,
Price,turquoise,Paid,Best Seller,,,,,,,,,
Rating,turquoise,Paid,Best Seller,,,,,,,,,
Reviews Count,turquoise,Paid,Best Seller,,,,,,,,,
Amount Discounted,turquoise,Paid,Best Seller,,,,,,,,,
Percent Discounted,turquoise,Paid,Best Seller,,,,,,,,,
Revenue,turquoise,Paid,Past Month Sales Volume,84418.9,84418.9,1169.61,1.0,117732.28,167668.2,1169.61,42794.26,126043.55
Price,turquoise,Paid,Past Month Sales Volume,29.7,29.7,29.4,1.0,0.42,29.99,29.4,29.55,29.84
Rating,turquoise,Paid,Past Month Sales Volume,4.45,4.45,4.4,1.0,0.07,4.5,4.4,4.43,4.47
Reviews Count,turquoise,Paid,Past Month Sales Volume,2871.0,2871.0,39.0,1.0,4005.05,5703.0,39.0,1455.0,4287.0
Amount Discounted,turquoise,Paid,Past Month Sales Volume,,,,,,,,,
Percent Discounted,turquoise,Paid,Past Month Sales Volume,,,,,,,,,
Revenue,turquoise,Paid,Prime,9845.47,958.42,69.99,1.0,33172.66,167668.2,69.99,485.04,2029.42
Price,turquoise,Paid,Prime,52.44,44.5,13.99,2.0,41.79,199.0,12.39,21.24,69.99
Rating,turquoise,Paid,Prime,4.43,4.5,4.5,7.0,0.35,5.0,3.4,4.32,4.6
Reviews Count,turquoise,Paid,Prime,375.5,28.0,2.0,2.0,1196.7,5703.0,1.0,8.25,68.5
Amount Discounted,turquoise,Paid,Prime,26.67,20.0,10.0,1.0,20.82,50.0,10.0,15.0,35.0
Percent Discounted,turquoise,Paid,Prime,0.15,0.13,0.11,1.0,0.05,0.2,0.11,0.12,0.16
Revenue,orgone,Organic,All,6798.21,659.56,9.99,10.0,25124.08,539412.0,6.99,115.8,3700.06
Price,orgone,Organic,All,20.45,18.89,9.99,122.0,14.07,249.99,3.5,12.09,24.99
Rating,orgone,Organic,All,4.11,4.4,4.5,192.0,1.15,5.0,0.0,4.1,4.6
Reviews Count,orgone,Organic,All,379.09,39.0,1.0,101.0,1260.36,22932.0,1.0,6.0,209.0
Amount Discounted,orgone,Organic,All,5.0,3.0,2.0,17.0,6.29,50.0,0.6,1.9,6.0
Percent Discounted,orgone,Organic,All,0.21,0.17,0.2,8.0,0.15,0.71,0.05,0.1,0.29
Revenue,orgone,Organic,Best Seller,66235.51,15450.53,3196.0,1.0,112519.16,334577.88,3196.0,6015.62,74198.35
Price,orgone,Organic,Best Seller,17.43,16.79,7.99,1.0,6.5,26.95,7.99,13.49,21.24
Rating,orgone,Organic,Best Seller,4.41,4.45,4.6,3.0,0.21,4.6,4.0,4.3,4.6
Reviews Count,orgone,Organic,Best Seller,4212.75,696.5,267.0,1.0,7769.79,22932.0,267.0,496.0,3409.0
Amount Discounted,orgone,Organic,Best Seller,7.98,7.98,4.96,1.0,4.27,11.0,4.96,6.47,9.49
Percent Discounted,orgone,Organic,Best Seller,0.27,0.27,0.17,1.0,0.14,0.37,0.17,0.22,0.32
Revenue,orgone,Organic,Past Month Sales Volume,30989.77,9454.54,19303.14,2.0,60658.71,539412.0,107.34,3336.37,26063.45
Price,orgone,Organic,Past Month Sales Volume,18.09,14.99,12.99,11.0,9.96,79.0,3.5,11.99,22.62
Rating,orgone,Organic,Past Month Sales Volume,4.41,4.4,4.6,31.0,0.23,5.0,3.4,4.3,4.6
Reviews Count,orgone,Organic,Past Month Sales Volume,1647.41,631.5,116.0,3.0,2529.53,11520.0,6.0,198.0,2035.75
Amount Discounted,orgone,Organic,Past Month Sales Volume,5.79,3.09,1.0,5.0,9.76,50.0,1.0,1.21,4.75
Percent Discounted,orgone,Organic,Past Month Sales Volume,0.18,0.14,0.07,3.0,0.12,0.47,0.05,0.08,0.26
Revenue,orgone,Organic,Prime,7219.17,923.15,9.99,9.0,21942.49,334577.88,6.99,179.66,4410.92
Price,orgone,Organic,Prime,19.99,17.99,9.99,115.0,13.83,249.99,3.99,11.99,24.99
Rating,orgone,Organic,Prime,4.25,4.4,4.5,180.0,0.86,5.0,0.0,4.2,4.6
Reviews Count,orgone,Organic,Prime,424.81,55.0,1.0,61.0,1337.76,22932.0,1.0,10.0,249.5
Amount Discounted,orgone,Organic,Prime,4.53,3.0,2.0,16.0,4.64,25.0,0.95,1.5,6.0
Percent Discounted,orgone,Organic,Prime,0.2,0.17,0.05,7.0,0.14,0.71,0.05,0.09,0.27
Revenue,orgone,Paid,All,4187.89,1346.23,279.86,5.0,7014.0,35931.0,17.98,279.86,4953.22
Price,orgone,Paid,All,23.88,19.99,19.99,14.0,17.72,138.98,7.99,14.99,24.99
Rating,orgone,Paid,All,4.51,4.6,4.6,14.0,0.6,5.0,0.0,4.4,4.7
Reviews Count,orgone,Paid,All,175.66,59.5,14.0,5.0,238.92,1027.0,1.0,14.0,199.0
Amount Discounted,orgone,Paid,All,4.49,5.48,6.0,6.0,1.93,6.0,1.0,2.75,6.0
Percent Discounted,orgone,Paid,All,0.17,0.2,0.23,6.0,0.07,0.23,0.08,0.1,0.23
Revenue,orgone,Paid,Best Seller,15268.89,15268.89,15268.89,1.0,,15268.89,15268.89,15268.89,15268.89
Price,orgone,Paid,Best Seller,24.99,24.99,24.99,1.0,,24.99,24.99,24.99,24.99
Rating,orgone,Paid,Best Seller,4.6,4.6,4.6,1.0,,4.6,4.6,4.6,4.6
Reviews Count,orgone,Paid,Best Seller,611.0,611.0,611.0,1.0,,611.0,611.0,611.0,611.0
Amount Discounted,orgone,Paid,Best Seller,4.96,4.96,4.96,1.0,,4.96,4.96,4.96,4.96
Percent Discounted,orgone,Paid,Best Seller,0.17,0.17,0.17,1.0,,0.17,0.17,0.17,0.17
Revenue,orgone,Paid,Past Month Sales Volume,7414.28,5094.9,1879.06,1.0,6989.75,15268.89,1879.06,3486.98,10181.9
Price,orgone,Paid,Past Month Sales Volume,18.32,19.99,9.99,1.0,7.64,24.99,9.99,14.99,22.49
Rating,orgone,Paid,Past Month Sales Volume,4.67,4.7,4.7,2.0,0.06,4.7,4.6,4.65,4.7
Reviews Count,orgone,Paid,Past Month Sales Volume,405.0,510.0,94.0,1.0,274.03,611.0,94.0,302.0,560.5
Amount Discounted,orgone,Paid,Past Month Sales Volume,5.48,5.48,4.96,1.0,0.74,6.0,4.96,5.22,5.74
Percent Discounted,orgone,Paid,Past Month Sales Volume,0.2,0.2,0.17,1.0,0.04,0.23,0.17,0.18,0.22
Revenue,orgone,Paid,Prime,3897.77,1346.23,279.86,5.0,6153.75,35439.9,17.98,279.86,4953.22
Price,orgone,Paid,Prime,23.38,19.99,19.99,14.0,17.56,138.98,7.99,14.99,24.24
Rating,orgone,Paid,Prime,4.5,4.6,4.6,14.0,0.61,5.0,0.0,4.4,4.7
Reviews Count,orgone,Paid,Prime,174.14,59.5,14.0,5.0,238.71,1027.0,1.0,14.0,199.0
Amount Discounted,orgone,Paid,Prime,4.49,5.48,6.0,6.0,1.93,6.0,1.0,2.75,6.0
Percent Discounted,orgone,Paid,Prime,0.17,0.2,0.23,6.0,0.07,0.23,0.08,0.1,0.23
Revenue,topaz,Organic,All,13926.22,2249.81,2700.0,23.0,60287.62,996110.91,1.99,419.9,7733.19
Price,topaz,Organic,All,58.27,28.54,19.99,72.0,79.33,1196.25,1.57,16.99,68.1
Rating,topaz,Organic,All,4.02,4.4,4.5,236.0,1.24,5.0,0.0,4.1,4.6
Reviews Count,topaz,Organic,All,524.36,48.0,15.0,89.0,2051.18,27637.0,1.0,11.0,236.0
Amount Discounted,topaz,Organic,All,10.38,3.75,2.0,9.0,22.2,145.01,0.99,2.0,9.0
Percent Discounted,topaz,Organic,All,0.19,0.14,0.05,10.0,0.14,0.66,0.05,0.09,0.24
Revenue,topaz,Organic,Best Seller,320052.21,390344.35,86023.89,1.0,207990.12,483788.4,86023.89,238184.12,437066.38
Price,topaz,Organic,Best Seller,14.63,15.95,9.99,1.0,4.14,17.95,9.99,12.97,16.95
Rating,topaz,Organic,Best Seller,4.5,4.4,4.4,2.0,0.17,4.7,4.4,4.4,4.55
Reviews Count,topaz,Organic,Best Seller,20012.0,24473.0,8611.0,1.0,9951.05,26952.0,8611.0,16542.0,25712.5
Amount Discounted,topaz,Organic,Best Seller,,,,,,,,,
Percent Discounted,topaz,Organic,Best Seller,,,,,,,,,
Revenue,topaz,Organic,Past Month Sales Volume,112967.9,33497.0,2766.27,2.0,211930.96,996110.91,80.91,6752.1,105159.94
Price,topaz,Organic,Past Month Sales Volume,18.31,14.99,12.99,7.0,11.19,68.4,5.99,12.99,19.99
Rating,topaz,Organic,Past Month Sales Volume,4.49,4.5,4.6,17.0,0.17,4.8,3.9,4.4,4.6
Reviews Count,topaz,Organic,Past Month Sales Volume,5136.92,1797.0,173.0,2.0,7442.05,27637.0,9.0,480.5,5607.0
Amount Discounted,topaz,Organic,Past Month Sales Volume,5.4,3.0,2.0,2.0,4.72,13.0,2.0,2.0,7.0
Percent Discounted,topaz,Organic,Past Month Sales Volume,0.23,0.23,0.09,1.0,0.1,0.35,0.09,0.17,0.3
Revenue,topaz,Organic,Prime,15097.16,2229.0,99.99,7.0,62320.14,996110.91,6.99,440.38,8996.97
Price,topaz,Organic,Prime,52.04,25.99,19.99,71.0,75.12,1196.25,4.99,16.95,55.5
Rating,topaz,Organic,Prime,4.24,4.4,4.5,218.0,0.83,5.0,0.0,4.2,4.6
Reviews Count,topaz,Organic,Prime,582.8,64.0,1.0,64.0,2167.45,27637.0,1.0,12.0,294.0
Amount Discounted,topaz,Organic,Prime,11.05,3.75,2.0,8.0,23.62,145.01,0.99,2.0,9.45
Percent Discounted,topaz,Organic,Prime,0.18,0.14,0.05,8.0,0.13,0.66,0.05,0.09,0.23
Revenue,topaz,Paid,All,3399.76,890.92,1399.8,6.0,8140.68,66000.85,19.98,229.06,2317.11
Price,topaz,Paid,All,79.23,56.25,69.99,7.0,73.42,444.0,9.99,33.66,90.99
Rating,topaz,Paid,All,4.34,4.5,5.0,20.0,0.94,5.0,0.0,4.28,4.8
Reviews Count,topaz,Paid,All,105.39,12.0,2.0,9.0,394.41,3305.0,1.0,4.0,37.5
Amount Discounted,topaz,Paid,All,4.65,4.1,3.0,2.0,2.5,10.0,2.0,3.0,5.25
Percent Discounted,topaz,Paid,All,0.14,0.1,0.1,3.0,0.07,0.25,0.09,0.1,0.18
Revenue,topaz,Paid,Best Seller,,,,,,,,,
Price,topaz,Paid,Best Seller,,,,,,,,,
Rating,topaz,Paid,Best Seller,,,,,,,,,
Reviews Count,topaz,Paid,Best Seller,,,,,,,,,
Amount Discounted,topaz,Paid,Best Seller,,,,,,,,,
Percent Discounted,topaz,Paid,Best Seller,,,,,,,,,
Revenue,topaz,Paid,Past Month Sales Volume,29795.02,15124.91,8259.3,1.0,31542.52,66000.85,8259.3,11692.1,40562.88
Price,topaz,Paid,Past Month Sales Volume,24.95,19.97,14.99,1.0,13.18,39.9,14.99,17.48,29.94
Rating,topaz,Paid,Past Month Sales Volume,4.47,4.5,4.5,2.0,0.06,4.5,4.4,4.45,4.5
Reviews Count,topaz,Paid,Past Month Sales Volume,1507.0,1009.0,207.0,1.0,1607.92,3305.0,207.0,608.0,2157.0
Amount Discounted,topaz,Paid,Past Month Sales Volume,5.0,5.0,5.0,1.0,,5.0,5.0,5.0,5.0
Percent Discounted,topaz,Paid,Past Month Sales Volume,0.25,0.25,0.25,1.0,,0.25,0.25,0.25,0.25
Revenue,topaz,Paid,Prime,3432.56,953.98,1399.8,6.0,8378.91,66000.85,19.98,314.96,2317.11
Price,topaz,Paid,Prime,83.07,59.88,69.99,7.0,75.78,444.0,9.99,38.09,101.24
Rating,topaz,Paid,Prime,4.35,4.5,5.0,17.0,0.96,5.0,0.0,4.3,4.8
Reviews Count,topaz,Paid,Prime,109.74,12.0,2.0,8.0,412.49,3305.0,1.0,5.0,37.5
Amount Discounted,topaz,Paid,Prime,4.65,4.1,3.0,2.0,2.5,10.0,2.0,3.0,5.25
Percent Discounted,topaz,Paid,Prime,0.14,0.1,0.1,3.0,0.07,0.25,0.09,0.1,0.18
Revenue,garnet,Organic,All,11794.59,1548.87,14.99,5.0,43267.05,996110.91,4.45,299.91,7886.71
Price,garnet,Organic,All,43.37,24.99,19.99,65.0,74.66,1995.0,1.99,15.89,45.99
Rating,garnet,Organic,All,4.14,4.4,4.5,230.0,1.04,5.0,0.0,4.1,4.6
Reviews Count,garnet,Organic,All,481.61,49.0,1.0,84.0,1592.94,24909.0,1.0,10.0,255.75
Amount Discounted,garnet,Organic,All,5.81,3.54,1.0,10.0,7.34,50.0,0.65,1.85,6.22
Percent Discounted,garnet,Organic,All,0.17,0.13,0.05,10.0,0.13,0.67,0.05,0.08,0.22
Revenue,garnet,Organic,Best Seller,22743.03,6828.09,2616.13,1.0,31463.93,73492.65,2616.13,3561.14,27142.77
Price,garnet,Organic,Best Seller,13.42,11.98,9.99,2.0,6.02,26.95,8.49,9.74,14.24
Rating,garnet,Organic,Best Seller,4.25,4.3,4.3,4.0,0.24,4.6,3.8,4.22,4.32
Reviews Count,garnet,Organic,Best Seller,1772.38,545.5,400.0,2.0,2893.91,8646.0,187.0,386.5,1268.25
Amount Discounted,garnet,Organic,Best Seller,1.5,1.5,1.5,1.0,,1.5,1.5,1.5,1.5
Percent Discounted,garnet,Organic,Best Seller,0.15,0.15,0.15,1.0,,0.15,0.15,0.15,0.15
Revenue,garnet,Organic,Past Month Sales Volume,77912.08,29683.71,170149.68,2.0,162000.42,996110.91,231.71,8708.15,65657.06
Price,garnet,Organic,Past Month Sales Volume,16.77,13.95,9.99,7.0,9.63,55.0,5.99,9.99,19.96
Rating,garnet,Organic,Past Month Sales Volume,4.47,4.5,4.6,19.0,0.2,4.7,3.9,4.4,4.6
Reviews Count,garnet,Organic,Past Month Sales Volume,3945.15,1737.0,17032.0,2.0,5198.1,24909.0,26.0,622.5,5145.0
Amount Discounted,garnet,Organic,Past Month Sales Volume,3.4,1.8,1.0,2.0,2.67,7.0,1.0,1.25,5.74
Percent Discounted,garnet,Organic,Past Month Sales Volume,0.18,0.15,0.1,2.0,0.09,0.35,0.1,0.11,0.21
Revenue,garnet,Organic,Prime,12553.68,1847.97,14.99,5.0,45137.99,996110.91,7.99,376.99,8679.1
Price,garnet,Organic,Prime,42.42,24.99,9.99,63.0,74.54,1995.0,4.99,15.89,45.0
Rating,garnet,Organic,Prime,4.2,4.4,4.5,213.0,0.92,5.0,0.0,4.2,4.6
Reviews Count,garnet,Organic,Prime,517.97,58.0,1.0,59.0,1664.91,24909.0,1.0,13.0,294.75
Amount Discounted,garnet,Organic,Prime,5.76,3.0,1.0,10.0,7.5,50.0,0.65,1.76,6.0
Percent Discounted,garnet,Organic,Prime,0.17,0.13,0.05,9.0,0.13,0.67,0.05,0.08,0.2
Revenue,garnet,Paid,All,4757.4,799.96,7816.09,5.0,8920.56,60279.9,14.99,183.73,4284.98
Price,garnet,Paid,All,87.08,30.49,19.99,12.0,146.47,999.9,7.99,18.76,59.99
Rating,garnet,Paid,All,4.18,4.4,5.0,19.0,1.09,5.0,0.0,4.1,4.8
Reviews Count,garnet,Paid,All,140.88,27.0,1.0,12.0,360.65,2026.0,1.0,4.25,101.0
Amount Discounted,garnet,Paid,All,2.35,1.05,1.0,1.0,2.3,5.0,1.0,1.02,3.02
Percent Discounted,garnet,Paid,All,0.13,0.07,0.06,1.0,0.11,0.25,0.06,0.06,0.16
Revenue,garnet,Paid,Best Seller,,,,,,,,,
Price,garnet,Paid,Best Seller,,,,,,,,,
Rating,garnet,Paid,Best Seller,,,,,,,,,
Reviews Count,garnet,Paid,Best Seller,,,,,,,,,
Amount Discounted,garnet,Paid,Best Seller,,,,,,,,,
Percent Discounted,garnet,Paid,Best Seller,,,,,,,,,
Revenue,garnet,Paid,Past Month Sales Volume,34269.6,34269.6,8259.3,1.0,36784.12,60279.9,8259.3,21264.45,47274.75
Price,garnet,Paid,Past Month Sales Volume,34.94,34.95,29.99,1.0,7.01,39.9,29.99,32.47,37.42
Rating,garnet,Paid,Past Month Sales Volume,4.55,4.55,4.5,1.0,0.07,4.6,4.5,4.53,4.57
Reviews Count,garnet,Paid,Past Month Sales Volume,1108.5,1108.5,207.0,1.0,1274.91,2010.0,207.0,657.75,1559.25
Amount Discounted,garnet,Paid,Past Month Sales Volume,,,,,,,,,
Percent Discounted,garnet,Paid,Past Month Sales Volume,,,,,,,,,
Revenue,garnet,Paid,Prime,5490.0,1163.88,7816.09,4.0,9746.72,60279.9,14.99,234.94,5688.67
Price,garnet,Paid,Prime,65.32,24.99,19.99,10.0,125.83,999.9,7.99,15.14,58.25
Rating,garnet,Paid,Prime,4.33,4.4,4.3,11.0,0.75,5.0,0.0,4.2,4.7
Reviews Count,garnet,Paid,Prime,167.85,35.0,1.0,8.0,395.85,2026.0,1.0,7.25,111.0
Amount Discounted,garnet,Paid,Prime,2.35,1.05,1.0,1.0,2.3,5.0,1.0,1.02,3.02
Percent Discounted,garnet,Paid,Prime,0.13,0.07,0.06,1.0,0.11,0.25,0.06,0.06,0.16
Revenue,lepidolite,Organic,All,7340.64,853.0,730.0,16.0,21467.94,288091.83,1.77,218.18,5433.04
