Title,Keyword,Search Type,Product Type,Mean,Median,Mode,Mode Freq,Std Dev,Max,Min,Percentile25,Percentile75
Revenue,clear quartz,Paid,Prime,22499.34,2905.29,19.0,1.0,42111.64,124255.62,19.0,756.2,18959.34
Price,clear quartz,Paid,Prime,15.09,14.97,7.49,1.0,6.58,28.96,7.49,9.75,16.97
Rating,clear quartz,Paid,Prime,4.51,4.5,4.5,6.0,0.23,5.0,4.1,4.4,4.55
Reviews Count,clear quartz,Paid,Prime,1670.53,171.0,2.0,1.0,3282.17,12438.0,2.0,62.0,1978.5
Amount Discounted,clear quartz,Paid,Prime,3.68,3.0,1.24,1.0,2.8,7.5,1.24,1.81,4.88
Percent Discounted,clear quartz,Paid,Prime,0.24,0.2,0.07,1.0,0.19,0.5,0.07,0.11,0.34
Revenue,aura quartz,Organic,All,8123.14,499.9,249.9,15.0,52826.92,1101030.0,4.95,160.93,3496.5
Price,aura quartz,Organic,All,24.24,19.99,9.99,71.0,18.34,199.99,2.97,12.99,29.99
Rating,aura quartz,Organic,All,3.65,4.3,0.0,175.0,1.64,5.0,0.0,3.8,4.5
Reviews Count,aura quartz,Organic,All,379.2,25.0,10.0,106.0,1306.01,18015.0,1.0,7.0,188.0
Amount Discounted,aura quartz,Organic,All,3.2,2.0,1.0,10.0,2.47,12.0,0.59,1.61,4.0
Percent Discounted,aura quartz,Organic,All,0.17,0.13,0.1,8.0,0.1,0.5,0.05,0.1,0.2
Revenue,aura quartz,Organic,Best Seller,5494.51,3524.08,1013.22,1.0,4793.77,12067.92,1013.22,1916.63,8950.71
Price,aura quartz,Organic,Best Seller,11.49,11.49,8.99,1.0,2.06,13.99,8.99,9.99,12.99
Rating,aura quartz,Organic,Best Seller,4.36,4.4,4.5,2.0,0.17,4.5,4.1,4.3,4.5
Reviews Count,aura quartz,Organic,Best Seller,518.8,392.0,78.0,1.0,474.04,1208.0,78.0,137.0,779.0
Amount Discounted,aura quartz,Organic,Best Seller,,,,,,,,,
Percent Discounted,aura quartz,Organic,Best Seller,,,,,,,,,
Revenue,aura quartz,Organic,Past Month Sales Volume,61523.37,12105.51,1101030.0,2.0,193738.47,1101030.0,107.34,3458.36,32323.93
Price,aura quartz,Organic,Past Month Sales Volume,17.52,14.88,7.99,6.0,12.0,70.0,3.7,9.99,19.84
Rating,aura quartz,Organic,Past Month Sales Volume,4.48,4.5,4.5,27.0,0.23,5.0,3.4,4.4,4.6
Reviews Count,aura quartz,Organic,Past Month Sales Volume,2052.32,640.5,15729.0,3.0,3484.12,15729.0,6.0,273.25,1771.25
Amount Discounted,aura quartz,Organic,Past Month Sales Volume,2.96,2.0,1.0,2.0,2.73,11.01,1.0,1.5,4.0
Percent Discounted,aura quartz,Organic,Past Month Sales Volume,0.15,0.13,0.12,2.0,0.07,0.29,0.05,0.1,0.2
Revenue,aura quartz,Organic,Prime,10428.75,1098.9,19.99,4.0,61119.24,1101030.0,4.95,177.87,4983.14
Price,aura quartz,Organic,Prime,21.06,16.99,9.99,70.0,16.21,199.99,3.7,12.17,23.99
Rating,aura quartz,Organic,Prime,4.12,4.4,4.5,136.0,1.03,5.0,0.0,4.1,4.5
Reviews Count,aura quartz,Organic,Prime,488.9,61.0,1.0,39.0,1487.76,18015.0,1.0,10.0,319.5
Amount Discounted,aura quartz,Organic,Prime,3.23,2.0,1.0,10.0,2.56,12.0,0.59,1.45,4.0
Percent Discounted,aura quartz,Organic,Prime,0.17,0.13,0.1,7.0,0.11,0.5,0.05,0.1,0.2
Revenue,aura quartz,Paid,All,1443.5,599.4,8.99,1.0,1961.41,6336.07,8.99,275.0,1479.26
Price,aura quartz,Paid,All,40.66,19.99,7.99,2.0,73.31,349.99,7.99,9.99,38.99
Rating,aura quartz,Paid,All,4.4,4.5,4.5,4.0,0.4,5.0,3.4,4.2,4.7
Reviews Count,aura quartz,Paid,All,128.71,14.0,8.0,2.0,250.42,793.0,1.0,8.0,74.0
Amount Discounted,aura quartz,Paid,All,,,,,,,,,
Percent Discounted,aura quartz,Paid,All,,,,,,,,,
Revenue,aura quartz,Paid,Best Seller,,,,,,,,,
Price,aura quartz,Paid,Best Seller,,,,,,,,,
Rating,aura quartz,Paid,Best Seller,,,,,,,,,
Reviews Count,aura quartz,Paid,Best Seller,,,,,,,,,
Amount Discounted,aura quartz,Paid,Best Seller,,,,,,,,,
Percent Discounted,aura quartz,Paid,Best Seller,,,,,,,,,
Revenue,aura quartz,Paid,Past Month Sales Volume,5187.23,5187.23,5187.23,1.0,,5187.23,5187.23,5187.23,5187.23
Price,aura quartz,Paid,Past Month Sales Volume,8.99,8.99,8.99,1.0,,8.99,8.99,8.99,8.99
Rating,aura quartz,Paid,Past Month Sales Volume,4.1,4.1,4.1,1.0,,4.1,4.1,4.1,4.1
Reviews Count,aura quartz,Paid,Past Month Sales Volume,577.0,577.0,577.0,1.0,,577.0,577.0,577.0,577.0
Amount Discounted,aura quartz,Paid,Past Month Sales Volume,,,,,,,,,
Percent Discounted,aura quartz,Paid,Past Month Sales Volume,,,,,,,,,
Revenue,aura quartz,Paid,Prime,1772.08,862.12,8.99,1.0,2151.89,6336.07,8.99,463.89,1980.13
Price,aura quartz,Paid,Prime,21.8,17.99,7.99,2.0,16.71,64.99,7.99,9.74,23.24
Rating,aura quartz,Paid,Prime,4.39,4.45,4.5,4.0,0.37,5.0,3.4,4.28,4.53
Reviews Count,aura quartz,Paid,Prime,166.5,59.5,12.0,2.0,277.87,793.0,1.0,12.0,86.75
Amount Discounted,aura quartz,Paid,Prime,,,,,,,,,
Percent Discounted,aura quartz,Paid,Prime,,,,,,,,,
Revenue,black agate,Organic,All,8259.57,528.98,9.99,8.0,26638.67,329688.34,1.25,90.69,3768.04
Price,black agate,Organic,All,27.47,15.64,9.99,113.0,57.64,1600.31,1.25,9.99,25.99
Rating,black agate,Organic,All,4.03,4.4,4.5,216.0,1.24,5.0,0.0,4.1,4.6
Reviews Count,black agate,Organic,All,587.55,24.0,1.0,117.0,1939.34,23566.0,1.0,4.75,276.5
Amount Discounted,black agate,Organic,All,4.74,3.0,1.0,12.0,7.7,59.5,0.5,1.14,5.0
Percent Discounted,black agate,Organic,All,0.2,0.17,0.1,9.0,0.14,0.6,0.05,0.1,0.25
Revenue,black agate,Organic,Best Seller,13524.74,2768.04,443.63,1.0,29241.42,85684.23,443.63,2103.22,5916.6
Price,black agate,Organic,Best Seller,8.93,9.74,9.99,3.0,2.04,11.99,5.99,6.99,9.99
Rating,black agate,Organic,Best Seller,4.32,4.3,4.3,3.0,0.15,4.6,4.1,4.28,4.4
Reviews Count,black agate,Organic,Best Seller,1407.12,396.0,392.0,2.0,2906.01,8577.0,37.0,328.25,602.0
Amount Discounted,black agate,Organic,Best Seller,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,2.0
Percent Discounted,black agate,Organic,Best Seller,0.17,0.17,0.17,1.0,,0.17,0.17,0.17,0.17
Revenue,black agate,Organic,Past Month Sales Volume,35251.02,7407.26,329688.34,3.0,70025.99,329688.34,27.96,2545.34,28136.06
Price,black agate,Organic,Past Month Sales Volume,13.5,12.99,13.99,10.0,8.4,59.99,4.19,7.98,15.6
Rating,black agate,Organic,Past Month Sales Volume,4.41,4.5,4.5,29.0,0.24,5.0,3.3,4.3,4.5
Reviews Count,black agate,Organic,Past Month Sales Volume,2784.35,561.0,23566.0,3.0,5079.32,23566.0,4.0,180.0,3645.5
Amount Discounted,black agate,Organic,Past Month Sales Volume,2.69,2.8,5.0,2.0,1.72,5.0,0.62,1.0,4.0
Percent Discounted,black agate,Organic,Past Month Sales Volume,0.19,0.17,0.13,2.0,0.07,0.33,0.1,0.13,0.2
Revenue,black agate,Organic,Prime,9647.23,733.02,23.98,8.0,28945.77,329688.34,5.39,119.9,4933.0
Price,black agate,Organic,Prime,21.8,14.99,9.99,109.0,29.66,535.5,2.99,9.99,22.41
Rating,black agate,Organic,Prime,4.13,4.4,4.5,199.0,1.08,5.0,0.0,4.1,4.6
Reviews Count,black agate,Organic,Prime,693.78,42.0,1.0,67.0,2108.78,23566.0,1.0,6.0,349.0
Amount Discounted,black agate,Organic,Prime,4.86,3.0,1.0,12.0,7.91,59.5,0.5,1.14,5.0
Percent Discounted,black agate,Organic,Prime,0.19,0.16,0.1,9.0,0.13,0.6,0.05,0.1,0.25
Revenue,black agate,Paid,All,10405.89,1802.25,71.96,2.0,24233.6,191147.55,8.49,211.92,11692.3
Price,black agate,Paid,All,23.97,16.99,12.99,6.0,22.21,167.99,6.75,13.45,26.21
Rating,black agate,Paid,All,4.37,4.5,4.7,14.0,0.61,5.0,0.0,4.3,4.7
Reviews Count,black agate,Paid,All,571.48,60.5,1.0,4.0,1138.89,5735.0,1.0,10.75,460.25
Amount Discounted,black agate,Paid,All,2.17,2.0,1.0,2.0,1.17,4.0,1.0,1.25,2.75
Percent Discounted,black agate,Paid,All,0.1,0.1,0.1,2.0,0.02,0.13,0.07,0.08,0.12
Revenue,black agate,Paid,Best Seller,,,,,,,,,
Price,black agate,Paid,Best Seller,,,,,,,,,
Rating,black agate,Paid,Best Seller,,,,,,,,,
Reviews Count,black agate,Paid,Best Seller,,,,,,,,,
Amount Discounted,black agate,Paid,Best Seller,,,,,,,,,
Percent Discounted,black agate,Paid,Best Seller,,,,,,,,,
Revenue,black agate,Paid,Past Month Sales Volume,33596.8,12152.92,1505.1,1.0,52900.05,191147.55,1505.1,7550.14,38513.6
Price,black agate,Paid,Past Month Sales Volume,22.02,22.49,12.99,2.0,9.7,37.99,7.99,12.99,29.99
Rating,black agate,Paid,Past Month Sales Volume,4.42,4.45,4.4,3.0,0.2,4.7,4.1,4.35,4.6
Reviews Count,black agate,Paid,Past Month Sales Volume,1641.58,692.0,58.0,1.0,1925.16,5735.0,58.0,271.5,2353.25
Amount Discounted,black agate,Paid,Past Month Sales Volume,4.0,4.0,4.0,1.0,,4.0,4.0,4.0,4.0
Percent Discounted,black agate,Paid,Past Month Sales Volume,0.13,0.13,0.13,1.0,,0.13,0.13,0.13,0.13
Revenue,black agate,Paid,Prime,10686.55,1802.25,71.96,2.0,24761.36,191147.55,8.49,211.92,11692.3
Price,black agate,Paid,Prime,23.95,16.99,12.99,6.0,22.52,167.99,6.75,12.99,26.21
Rating,black agate,Paid,Prime,4.37,4.5,4.7,14.0,0.62,5.0,0.0,4.3,4.7
Reviews Count,black agate,Paid,Prime,585.59,61.5,1.0,4.0,1161.09,5735.0,1.0,10.75,460.25
Amount Discounted,black agate,Paid,Prime,2.17,2.0,1.0,2.0,1.17,4.0,1.0,1.25,2.75
Percent Discounted,black agate,Paid,Prime,0.1,0.1,0.1,2.0,0.02,0.13,0.07,0.08,0.12
Revenue,black jasper,Organic,All,7259.0,922.52,369.9,7.0,18923.99,307565.0,1.25,154.72,5697.86
Price,black jasper,Organic,All,21.74,15.9,9.99,120.0,21.74,448.99,1.25,9.99,25.12
Rating,black jasper,Organic,All,3.86,4.4,4.5,226.0,1.45,5.0,0.0,4.0,4.5
Reviews Count,black jasper,Organic,All,501.5,61.0,1.0,106.0,1238.48,18015.0,1.0,9.0,379.25
Amount Discounted,black jasper,Organic,All,4.97,2.7,1.0,17.0,11.29,92.0,0.5,1.0,4.0
Percent Discounted,black jasper,Organic,All,0.19,0.14,0.1,7.0,0.13,0.53,0.05,0.1,0.25
Revenue,black jasper,Organic,Best Seller,3713.0,3147.48,19.98,1.0,2487.1,7392.71,19.98,2572.04,5143.38
Price,black jasper,Organic,Best Seller,9.56,9.99,9.99,2.0,2.39,12.49,5.99,8.24,10.99
Rating,black jasper,Organic,Best Seller,4.29,4.3,4.3,2.0,0.27,4.7,3.9,4.15,4.4
Reviews Count,black jasper,Organic,Best Seller,392.71,396.0,2.0,1.0,238.06,779.0,2.0,322.0,464.0
Amount Discounted,black jasper,Organic,Best Seller,,,,,,,,,
Percent Discounted,black jasper,Organic,Best Seller,,,,,,,,,
Revenue,black jasper,Organic,Past Month Sales Volume,15893.45,5801.84,281.75,2.0,23633.73,132939.66,17.94,1867.61,17841.56
Price,black jasper,Organic,Past Month Sales Volume,11.97,11.99,9.99,13.0,5.59,44.99,3.99,8.57,13.99
Rating,black jasper,Organic,Past Month Sales Volume,4.38,4.4,4.5,24.0,0.21,5.0,3.6,4.3,4.5
Reviews Count,black jasper,Organic,Past Month Sales Volume,1384.98,500.5,11.0,2.0,2027.11,10234.0,3.0,165.5,1554.0
Amount Discounted,black jasper,Organic,Past Month Sales Volume,2.98,2.5,1.0,2.0,2.47,7.0,0.9,1.0,4.0
Percent Discounted,black jasper,Organic,Past Month Sales Volume,0.16,0.14,0.06,1.0,0.11,0.35,0.06,0.08,0.19
Revenue,black jasper,Organic,Prime,9095.77,1831.62,29.97,4.0,21189.32,307565.0,3.99,263.66,8214.96
Price,black jasper,Organic,Prime,18.17,13.99,9.99,115.0,16.31,179.0,2.99,9.99,19.99
Rating,black jasper,Organic,Prime,4.28,4.4,4.5,211.0,0.71,5.0,0.0,4.2,4.5
Reviews Count,black jasper,Organic,Prime,634.79,115.5,2.0,42.0,1385.12,18015.0,1.0,20.0,555.0
Amount Discounted,black jasper,Organic,Prime,5.14,2.72,1.0,17.0,11.57,92.0,0.5,1.0,4.5
Percent Discounted,black jasper,Organic,Prime,0.19,0.14,0.1,7.0,0.13,0.53,0.05,0.1,0.25
Revenue,black jasper,Paid,All,8977.97,1327.35,1175.44,2.0,26521.92,150601.1,29.99,312.74,4469.63
Price,black jasper,Paid,All,27.28,22.39,19.99,4.0,17.35,79.99,5.99,18.74,29.25
Rating,black jasper,Paid,All,4.35,4.5,4.4,6.0,0.84,5.0,0.0,4.2,4.7
Reviews Count,black jasper,Paid,All,397.86,56.0,1.0,3.0,1033.7,5735.0,1.0,12.0,267.75
Amount Discounted,black jasper,Paid,All,3.37,3.37,1.74,1.0,2.31,5.0,1.74,2.55,4.19
Percent Discounted,black jasper,Paid,All,0.16,0.15,0.06,1.0,0.13,0.25,0.06,0.11,0.2
Revenue,black jasper,Paid,Best Seller,,,,,,,,,
Price,black jasper,Paid,Best Seller,,,,,,,,,
Rating,black jasper,Paid,Best Seller,,,,,,,,,
Reviews Count,black jasper,Paid,Best Seller,,,,,,,,,
Amount Discounted,black jasper,Paid,Best Seller,,,,,,,,,
Percent Discounted,black jasper,Paid,Best Seller,,,,,,,,,
Revenue,black jasper,Paid,Past Month Sales Volume,60815.6,19817.07,12028.62,1.0,77853.98,150601.1,12028.62,15922.84,85209.08
Price,black jasper,Paid,Past Month Sales Volume,23.08,24.99,17.98,1.0,4.46,26.26,17.98,21.48,25.62
Rating,black jasper,Paid,Past Month Sales Volume,4.57,4.6,4.4,1.0,0.15,4.7,4.4,4.5,4.65
Reviews Count,black jasper,Paid,Past Month Sales Volume,2399.0,793.0,669.0,1.0,2889.73,5735.0,669.0,731.0,3264.0
Amount Discounted,black jasper,Paid,Past Month Sales Volume,1.74,1.74,1.74,1.0,,1.74,1.74,1.74,1.74
Percent Discounted,black jasper,Paid,Past Month Sales Volume,0.06,0.06,0.06,1.0,,0.06,0.06,0.06,0.06
Revenue,black jasper,Paid,Prime,9446.19,1327.35,1175.44,2.0,27238.27,150601.1,29.99,341.0,5642.62
Price,black jasper,Paid,Prime,27.51,22.24,19.99,4.0,17.83,79.99,5.99,18.24,29.74
Rating,black jasper,Paid,Prime,4.33,4.5,4.6,6.0,0.85,5.0,0.0,4.2,4.7
Reviews Count,black jasper,Paid,Prime,418.53,56.0,1.0,3.0,1060.78,5735.0,1.0,14.5,317.25
Amount Discounted,black jasper,Paid,Prime,3.37,3.37,1.74,1.0,2.31,5.0,1.74,2.55,4.19
Percent Discounted,black jasper,Paid,Prime,0.16,0.15,0.06,1.0,0.13,0.25,0.06,0.11,0.2
Revenue,agate,Organic,All,6543.87,493.56,9.99,9.0,20094.37,329758.29,1.25,103.9,3375.39
Price,agate,Organic,All,23.42,15.99,9.99,142.0,29.04,638.99,1.16,9.99,27.99
Rating,agate,Organic,All,4.18,4.4,4.5,243.0,1.02,5.0,0.0,4.1,4.6
Reviews Count,agate,Organic,All,469.71,26.0,1.0,134.0,1509.53,23571.0,1.0,5.0,214.5
Amount Discounted,agate,Organic,All,4.77,3.0,1.0,16.0,5.73,44.1,0.6,1.75,5.74
Percent Discounted,agate,Organic,All,0.21,0.16,0.5,14.0,0.15,0.5,0.05,0.1,0.3
Revenue,agate,Organic,Best Seller,5369.38,3196.0,139.9,1.0,5439.4,17772.21,139.9,1439.76,7015.94
Price,agate,Organic,Best Seller,10.49,9.99,7.99,2.0,2.72,14.99,6.99,8.24,12.74
Rating,agate,Organic,Best Seller,4.3,4.3,4.3,3.0,0.19,4.6,4.0,4.2,4.4
Reviews Count,agate,Organic,Best Seller,521.36,400.0,779.0,2.0,512.37,1779.0,10.0,124.5,779.0
Amount Discounted,agate,Organic,Best Seller,,,,,,,,,
Percent Discounted,agate,Organic,Best Seller,,,,,,,,,
Revenue,agate,Organic,Past Month Sales Volume,30893.83,12486.2,27.96,1.0,51927.61,329758.29,27.96,2518.6,39309.2
Price,agate,Organic,Past Month Sales Volume,15.25,13.95,9.99,10.0,8.04,54.99,5.99,9.99,17.99
Rating,agate,Organic,Past Month Sales Volume,4.42,4.5,4.5,30.0,0.27,5.0,3.3,4.3,4.6
Reviews Count,agate,Organic,Past Month Sales Volume,2256.48,674.0,7.0,2.0,3712.57,23571.0,4.0,173.0,2964.0
Amount Discounted,agate,Organic,Past Month Sales Volume,3.33,3.0,1.0,3.0,2.1,7.0,1.0,1.5,4.0
Percent Discounted,agate,Organic,Past Month Sales Volume,0.22,0.23,0.05,2.0,0.13,0.45,0.05,0.09,0.29
Revenue,agate,Organic,Prime,7014.71,599.65,59.94,8.0,20923.07,329758.29,4.99,109.89,3719.65
Price,agate,Organic,Prime,21.06,15.0,9.99,138.0,19.24,269.99,2.99,9.99,25.49
Rating,agate,Organic,Prime,4.23,4.4,4.5,233.0,0.9,5.0,0.0,4.2,4.6
Reviews Count,agate,Organic,Prime,506.0,33.0,1.0,94.0,1572.36,23571.0,1.0,6.0,246.0
Amount Discounted,agate,Organic,Prime,4.85,3.0,1.0,15.0,5.84,44.1,0.6,1.72,6.0
Percent Discounted,agate,Organic,Prime,0.21,0.16,0.5,14.0,0.15,0.5,0.05,0.09,0.29
Revenue,agate,Paid,All,3615.19,311.88,24.98,1.0,7819.76,35304.9,24.98,130.34,2061.59
Price,agate,Paid,All,30.28,22.49,14.99,2.0,23.75,103.88,3.99,13.49,36.99
Rating,agate,Paid,All,4.18,4.55,5.0,6.0,1.31,5.0,0.0,4.32,4.88
Reviews Count,agate,Paid,All,326.88,14.5,1.0,3.0,868.61,4110.0,1.0,3.25,108.5
Amount Discounted,agate,Paid,All,6.33,7.0,2.0,1.0,4.04,10.0,2.0,4.5,8.5
Percent Discounted,agate,Paid,All,0.24,0.25,0.25,2.0,0.01,0.25,0.23,0.24,0.25
Revenue,agate,Paid,Best Seller,,,,,,,,,
Price,agate,Paid,Best Seller,,,,,,,,,
Rating,agate,Paid,Best Seller,,,,,,,,,
Reviews Count,agate,Paid,Best Seller,,,,,,,,,
Amount Discounted,agate,Paid,Best Seller,,,,,,,,,
Percent Discounted,agate,Paid,Best Seller,,,,,,,,,
Revenue,agate,Paid,Past Month Sales Volume,,,,,,,,,
Price,agate,Paid,Past Month Sales Volume,,,,,,,,,
Rating,agate,Paid,Past Month Sales Volume,,,,,,,,,
Reviews Count,agate,Paid,Past Month Sales Volume,,,,,,,,,
Amount Discounted,agate,Paid,Past Month Sales Volume,,,,,,,,,
Percent Discounted,agate,Paid,Past Month Sales Volume,,,,,,,,,
Revenue,agate,Paid,Prime,4141.51,447.4,24.98,1.0,8409.81,35304.9,24.98,132.47,3362.92
Price,agate,Paid,Prime,26.75,22.24,14.99,2.0,18.46,66.99,3.99,13.48,35.87
Rating,agate,Paid,Prime,4.11,4.5,4.4,4.0,1.39,5.0,0.0,4.32,4.8
Reviews Count,agate,Paid,Prime,380.18,14.5,10.0,3.0,937.27,4110.0,1.0,4.25,158.75
Amount Discounted,agate,Paid,Prime,6.33,7.0,2.0,1.0,4.04,10.0,2.0,4.5,8.5
Percent Discounted,agate,Paid,Prime,0.24,0.25,0.25,2.0,0.01,0.25,0.23,0.24,0.25
Revenue,aventurine,Organic,All,5672.02,501.6,59.94,8.0,16310.13,238531.84,4.99,92.18,3529.77
Price,aventurine,Organic,All,17.88,14.49,9.99,149.0,13.68,165.0,1.99,9.99,20.99
Rating,aventurine,Organic,All,3.97,4.4,4.5,221.0,1.33,5.0,0.0,4.1,4.6
Reviews Count,aventurine,Organic,All,441.63,32.0,1.0,84.0,1228.26,11520.0,1.0,6.0,281.0
Amount Discounted,aventurine,Organic,All,4.23,2.7,1.0,25.0,4.7,31.83,0.7,1.08,5.0
Percent Discounted,aventurine,Organic,All,0.23,0.19,0.5,12.0,0.15,0.66,0.05,0.11,0.32
Revenue,aventurine,Organic,Best Seller,11205.54,2740.08,1094.63,2.0,23518.8,73370.58,19.98,1094.63,7709.57
Price,aventurine,Organic,Best Seller,8.82,7.99,7.99,3.0,2.09,11.99,5.99,7.99,9.99
Rating,aventurine,Organic,Best Seller,4.38,4.3,4.3,4.0,0.28,5.0,4.1,4.3,4.4
Reviews Count,aventurine,Organic,Best Seller,1279.56,392.0,392.0,3.0,2771.9,8642.0,2.0,137.0,643.0
Amount Discounted,aventurine,Organic,Best Seller,4.5,4.5,4.5,1.0,,4.5,4.5,4.5,4.5
Percent Discounted,aventurine,Organic,Best Seller,0.35,0.35,0.35,1.0,,0.35,0.35,0.35,0.35
Revenue,aventurine,Organic,Past Month Sales Volume,22955.54,8460.72,27.96,1.0,35881.45,191147.55,27.96,2735.23,30416.67
Price,aventurine,Organic,Past Month Sales Volume,13.96,13.99,9.99,9.0,5.81,33.33,5.99,9.99,15.97
Rating,aventurine,Organic,Past Month Sales Volume,4.44,4.5,4.5,14.0,0.21,5.0,3.8,4.3,4.6
Reviews Count,aventurine,Organic,Past Month Sales Volume,1777.14,513.0,392.0,3.0,2584.35,11520.0,4.0,199.75,1994.5
Amount Discounted,aventurine,Organic,Past Month Sales Volume,4.39,3.73,1.0,3.0,4.2,15.0,1.0,1.25,4.75
Percent Discounted,aventurine,Organic,Past Month Sales Volume,0.21,0.14,0.13,2.0,0.14,0.5,0.06,0.11,0.3
Revenue,aventurine,Organic,Prime,6451.16,738.03,59.94,8.0,17478.5,238531.84,4.99,116.88,4397.82
Price,aventurine,Organic,Prime,16.2,13.98,9.99,145.0,11.08,162.97,2.99,9.99,19.98
Rating,aventurine,Organic,Prime,4.14,4.4,4.5,213.0,1.08,5.0,0.0,4.2,4.6
Reviews Count,aventurine,Organic,Prime,505.3,48.0,2.0,62.0,1316.89,11520.0,1.0,8.0,352.75
Amount Discounted,aventurine,Organic,Prime,4.34,2.7,1.0,23.0,4.78,31.83,0.7,1.21,5.0
Percent Discounted,aventurine,Organic,Prime,0.23,0.19,0.5,12.0,0.15,0.66,0.05,0.1,0.32
Revenue,aventurine,Paid,All,4332.89,900.03,4242.17,2.0,8915.61,35439.9,39.96,244.0,4242.17
Price,aventurine,Paid,All,46.72,20.99,9.99,2.0,55.26,189.0,6.75,14.99,58.49
Rating,aventurine,Paid,All,4.08,4.3,4.5,4.0,0.92,4.9,1.0,4.05,4.5
Reviews Count,aventurine,Paid,All,127.07,39.0,283.0,2.0,208.47,782.0,1.0,14.0,161.0
Amount Discounted,aventurine,Paid,All,17.93,2.0,2.0,2.0,27.6,49.8,2.0,2.0,25.9
Percent Discounted,aventurine,Paid,All,0.21,0.12,0.12,2.0,0.15,0.38,0.12,0.12,0.25
Revenue,aventurine,Paid,Best Seller,7812.18,7812.18,7812.18,1.0,,7812.18,7812.18,7812.18,7812.18
Price,aventurine,Paid,Best Seller,9.99,9.99,9.99,1.0,,9.99,9.99,9.99,9.99
Rating,aventurine,Paid,Best Seller,4.4,4.4,4.4,1.0,,4.4,4.4,4.4,4.4
Reviews Count,aventurine,Paid,Best Seller,782.0,782.0,782.0,1.0,,782.0,782.0,782.0,782.0
Amount Discounted,aventurine,Paid,Best Seller,,,,,,,,,
Percent Discounted,aventurine,Paid,Best Seller,,,,,,,,,
Revenue,aventurine,Paid,Past Month Sales Volume,4242.17,4242.17,4242.17,1.0,,4242.17,4242.17,4242.17,4242.17
Price,aventurine,Paid,Past Month Sales Volume,14.99,14.99,14.99,1.0,,14.99,14.99,14.99,14.99
Rating,aventurine,Paid,Past Month Sales Volume,4.5,4.5,4.5,1.0,,4.5,4.5,4.5,4.5
Reviews Count,aventurine,Paid,Past Month Sales Volume,283.0,283.0,283.0,1.0,,283.0,283.0,283.0,283.0
Amount Discounted,aventurine,Paid,Past Month Sales Volume,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,2.0
Percent Discounted,aventurine,Paid,Past Month Sales Volume,0.12,0.12,0.12,1.0,,0.12,0.12,0.12,0.12
Revenue,aventurine,Paid,Prime,5372.11,3188.19,4242.17,2.0,9760.78,35439.9,41.98,500.48,4261.49
Price,aventurine,Paid,Prime,39.9,19.22,14.99,2.0,42.68,138.98,6.75,14.99,47.74
Rating,aventurine,Paid,Prime,4.38,4.45,4.5,4.0,0.26,4.9,4.0,4.25,4.5
Reviews Count,aventurine,Paid,Prime,157.33,55.5,283.0,2.0,224.3,782.0,2.0,27.25,262.0
Amount Discounted,aventurine,Paid,Prime,17.93,2.0,2.0,2.0,27.6,49.8,2.0,2.0,25.9
Percent Discounted,aventurine,Paid,Prime,0.21,0.12,0.12,2.0,0.15,0.38,0.12,0.12,0.25
Revenue,calcite,Organic,All,7098.67,477.68,30.0,9.0,33809.4,995910.96,3.99,71.97,4118.44
Price,calcite,Organic,All,34.26,16.29,9.99,103.0,355.78,11900.0,2.99,9.99,27.99
Rating,calcite,Organic,All,3.64,4.3,0.0,187.0,1.68,5.0,0.0,3.9,4.6
Reviews Count,calcite,Organic,All,463.65,27.0,1.0,191.0,1378.07,24904.0,1.0,3.0,290.25
Amount Discounted,calcite,Organic,All,3.07,2.0,1.0,9.0,2.57,13.0,1.0,1.49,3.68
Percent Discounted,calcite,Organic,All,0.16,0.13,0.1,6.0,0.11,0.5,0.05,0.1,0.22
Revenue,calcite,Organic,Best Seller,4477.74,4700.08,443.63,1.0,2849.88,7782.21,443.63,3132.08,6330.72
Price,calcite,Organic,Best Seller,10.79,11.99,11.99,3.0,1.79,11.99,7.99,9.99,11.99
Rating,calcite,Organic,Best Seller,4.32,4.3,4.3,2.0,0.22,4.6,4.0,4.3,4.4
Reviews Count,calcite,Organic,Best Seller,425.6,392.0,392.0,2.0,268.63,779.0,37.0,392.0,528.0
Amount Discounted,calcite,Organic,Best Seller,,,,,,,,,
Percent Discounted,calcite,Organic,Best Seller,,,,,,,,,
Revenue,calcite,Organic,Past Month Sales Volume,22628.0,7522.85,85585.54,2.0,35250.89,191147.55,80.91,2364.08,27595.12
Price,calcite,Organic,Past Month Sales Volume,13.88,12.99,9.99,14.0,6.63,34.99,3.99,9.94,15.92
Rating,calcite,Organic,Past Month Sales Volume,4.37,4.4,4.4,19.0,0.25,5.0,3.6,4.2,4.6
Reviews Count,calcite,Organic,Past Month Sales Volume,1595.88,648.5,9.0,2.0,2189.48,10885.0,6.0,206.75,2165.25
Amount Discounted,calcite,Organic,Past Month Sales Volume,4.18,2.0,1.0,2.0,4.04,13.0,1.0,1.84,5.4
Percent Discounted,calcite,Organic,Past Month Sales Volume,0.17,0.14,0.06,2.0,0.11,0.4,0.06,0.1,0.2
Revenue,calcite,Organic,Prime,9681.46,1390.84,29.97,5.0,39828.02,995910.96,3.99,207.44,7261.8
Price,calcite,Organic,Prime,33.89,13.99,9.99,93.0,422.65,11900.0,2.99,9.99,21.99
